20150407T090027,149.5,34,,Auto trade,ESO,BCSL,
20150407T090027,149.5,616,,Auto trade,ESO,CSB,
20150407T090027,149.5,3000,,Auto trade,CSB,CSB,
20150407T090027,149.5,984,,Auto trade,BPA,CSB,
20150407T090027,149.5,336,,Auto trade,BPA,CSB,
20150407T090027,149.5,864,,Auto trade,BPA,CSB,
20150407T090027,149.5,72,,Auto trade,BPA,BCSL,
20150407T090027,149.5,564,,Auto trade,BPA,BCSL,
20150407T090027,149.5,471,,Auto trade,BPA,BCSL,
20150407T090027,149.5,600,,Auto trade,BPA,DBL,
20150407T090027,149.5,649,,Auto trade,BPA,DBL,
20150407T090027,149.5,135,,Auto trade,BPA,DBL,
20150407T090027,149.5,100,,Auto trade,BPA,DBL,
20150407T090027,149.5,116,,Auto trade,BPA,DBL,
20150407T090027,149.5,1528,,Auto trade,BPA,MLI,
20150407T090027,149.5,35,,Auto trade,BPA,MLI,
20150407T090027,149.5,401,,Auto trade,BPA,SGL,
20150407T090027,149.5,900,,Auto trade,BPA,SGL,
20150407T090027,149.5,300,,Auto trade,BPA,SGL,
20150407T090027,149.5,250,,Auto trade,BPA,SGL,
20150407T090027,149.5,218,,Auto trade,BPA,SGL,
20150407T090027,149.5,1582,,Auto trade,BPA,JPM,
20150407T090027,149.5,369,,Auto trade,INT,INT,
20150407T090027,149.5,531,,Auto trade,INT,INT,
20150407T090027,149.5,1020,,Auto trade,UBS,JPM,
20150407T090027,149.5,110,,Auto trade,UBS,MLI,
20150407T090027,149.5,255,,Auto trade,UBS,CSB,
20150407T090027,149.5,109,,Auto trade,UBS,CSB,
20150407T090027,149.5,6525,,Auto trade,UBS,MLI,
20150407T090027,149.5,1262,,Auto trade,UBS,CSB,
20150407T090027,149.5,2,,Auto trade,UBS,DBL,
20150407T090027,149.5,409,,Auto trade,UBS,DBL,
20150407T090027,149.5,1327,,Auto trade,UBS,JEF,
20150407T090027,149.5,1,,Auto trade,UBS,DBL,
20150407T090027,149.5,8000,,Auto trade,UBS,CAR,
20150407T090027,149.5,690,,Auto trade,UBS,INT,
20150407T090027,149.5,290,,Auto trade,UBS,GSI,
20150407T090027,149.5,423,,Auto trade,MSI,MSI,
20150407T090027,149.5,80,,Auto trade,SGL,GSI,
20150407T090027,149.5,1000,,Auto trade,CSB,GSI,
20150407T090027,149.5,384,,Auto trade,MLI,GSI,
20150407T090027,149.5,63,,Auto trade,MLI,GSI,
20150407T090027,149.5,4148,,Auto trade,MLI,MSI,
20150407T090027,149.5,3186,,Auto trade,MLI,MSI,
20150407T090027,149.5,2,,Auto trade,MLI,MSI,
20150407T090027,149.5,452,,Auto trade,MLI,DBL,
20150407T090027,149.5,131,,Auto trade,MLI,BCSL,
20150407T090027,149.5,59,,Auto trade,MLI,BCSL,
20150407T090027,149.5,413,,Auto trade,MLI,ASC,
20150407T090027,149.5,114,,Auto trade,CSB,ASC,
20150407T090027,149.5,23,,Auto trade,CSB,ASC,
20150407T090027,149.5,2616,,Auto trade,MLI,ASC,
20150407T090027,149.5,14017,,Auto trade,JPM,ASC,
20150407T090027,149.5,4800,,Auto trade,JPM,ASC,
20150407T090027,149.5,9345,,Auto trade,JPM,ASC,
20150407T090027,149.5,1068,,Auto trade,JPM,ASC,
20150407T090027,149.5,500,,Auto trade,MLI,ASC,
20150407T090027,149.5,1658,,Auto trade,MLI,ASC,
20150407T090027,149.5,170,,Auto trade,DBL,ASC,
20150407T090027,149.5,56,,Auto trade,CSB,ASC,
20150407T090027,149.5,602,,Auto trade,CSB,ASC,
20150407T090027,149.5,18813,,Auto trade,CSB,ASC,
20150407T090027,149.5,84,,Auto trade,SHB,ASC,
20150407T090027,149.5,797,,Auto trade,CSB,ASC,
20150407T090027,149.5,34891,,Auto trade,CSB,ASC,
20150407T090027,149.5,92,,Auto trade,CSB,BCSL,
20150407T090027,149.5,525,,Auto trade,CSB,INT,
20150407T090027,149.5,43,,Auto trade,CSB,MSI,
20150407T090027,149.5,350,,Auto trade,CSB,NRD,
20150407T090027,149.5,79,,Auto trade,CSB,UBS,
20150407T090027,149.5,178,,Auto trade,CSB,UBS,
20150407T090027,149.5,1400,,Auto trade,CSB,UBS,
20150407T090027,149.5,2700,,Auto trade,CSB,UBS,
20150407T090027,149.5,300,,Auto trade,CSB,DDB,
20150407T090027,149.5,88,,Auto trade,CSB,DDB,
20150407T090027,149.5,2322,,Auto trade,CSB,MSI,
20150407T090027,149.5,10,,Auto trade,CSB,MSI,
20150407T090027,149.5,950,,Auto trade,CSB,INT,
20150407T090027,149.5,22,,Auto trade,CSB,SGL,
20150407T090027,149.5,25,,Auto trade,CSB,HBC,
20150407T090027,149.5,700,,Auto trade,CSB,HBC,
20150407T090027,149.5,300,,Auto trade,CSB,SBN,
20150407T090027,149.5,100,,Auto trade,CSB,SHB,
20150407T090027,149.5,100,,Auto trade,CSB,SHB,
20150407T090027,149.5,100,,Auto trade,CSB,SHB,
20150407T090027,149.5,2546,,Auto trade,CSB,UBS,
20150407T090027,149.5,944,,Auto trade,MLI,UBS,
20150407T090027,149.5,958,,Auto trade,MLI,UBS,
20150407T090027,149.5,55,,Auto trade,CSB,UBS,
20150407T090027,149.5,100,,Auto trade,CSB,SBN,
20150407T090027,149.5,150,,Auto trade,CSB,NON,
20150407T090027,149.5,102,,Auto trade,CSB,DNM,
20150407T090027,149.5,96,,Auto trade,CSB,NTF,
20150407T090027,149.5,30,,Auto trade,CSB,NTF,
20150407T090027,149.5,33,,Auto trade,CSB,NTF,
20150407T090027,149.5,70,,Auto trade,CSB,DNM,
20150407T090027,149.5,2000,,Auto trade,CSB,CGML,
20150407T090027,149.5,1943,,Auto trade,CSB,NOE,
20150407T090027,149.5,14,,Auto trade,CSB,AVA,
20150407T090027,149.5,250,,Auto trade,CSB,SBN,
20150407T090027,149.5,100,,Auto trade,CSB,DNM,
20150407T090027,149.5,46,,Auto trade,CSB,DNM,
20150407T090027,149.5,1000,,Auto trade,CSB,DDB,
20150407T090027,149.5,500,,Auto trade,CSB,DDB,
20150407T090027,149.5,600,,Auto trade,CSB,SBN,
20150407T090027,149.5,60,,Auto trade,CSB,SBN,
20150407T090027,149.5,700,,Auto trade,CSB,SBN,
20150407T090027,149.5,50,,Auto trade,CSB,NON,
20150407T090027,149.5,100,,Auto trade,CSB,NON,
20150407T090027,149.5,1,,Auto trade,CSB,NON,
20150407T090027,149.5,48,,Auto trade,CSB,NON,
20150407T090027,149.5,100,,Auto trade,CSB,DNM,
20150407T090027,149.5,138,,Auto trade,CSB,DNM,
20150407T090027,149.5,46,,Auto trade,CSB,DNM,
20150407T090027,149.5,66,,Auto trade,CSB,DNM,
20150407T090027,149.5,50,,Auto trade,CSB,DNM,
20150407T090027,149.5,12,,Auto trade,CSB,DNM,
20150407T090027,149.5,250,,Auto trade,CSB,SB1M,
20150407T090027,149.5,1000,,Auto trade,CSB,SHB,
20150407T090027,149.5,60,,Auto trade,CSB,NEO,
20150407T090027,149.5,300,,Auto trade,CSB,NEO,
20150407T090027,149.5,12422,,Auto trade,CSB,UBS,
20150407T090027,149.5,7310,,Auto trade,CSB,UBS,
20150407T090027,149.5,2376,,Auto trade,CSB,UBS,
20150407T090027,149.5,772,,Auto trade,CSB,UBS,
20150407T090027,149.5,310,,Auto trade,INT,UBS,
20150407T090027,149.5,1291,,Auto trade,INT,UBS,
20150407T090027,149.5,869,,Auto trade,CSB,UBS,
20150407T090027,149.5,200,,Auto trade,DBL,DBL,
20150407T090027,149.5,3800,,Auto trade,DBL,UBS,
20150407T090027,149.5,1583,,Auto trade,CSB,UBS,
20150407T090027,149.5,82,,Auto trade,GSI,UBS,
20150407T090027,149.5,3610,,Auto trade,GSI,UBS,
20150407T090027,149.5,118,,Auto trade,GSI,DNM,
20150407T090027,149.5,1070,,Auto trade,GSI,MSI,
20150407T090027,149.5,5000,,Auto trade,GSI,NEO,
20150407T090027,149.5,100,,Auto trade,GSI,SHB,
20150407T090027,149.5,200,,Auto trade,GSI,DNM,
20150407T090027,149.5,7101,,Auto trade,GSI,INT,
20150407T090027,149.5,4997,,Auto trade,GSI,INT,
20150407T090027,149.5,1000,,Auto trade,GSI,SBN,
20150407T090027,149.5,6,,Auto trade,GSI,DNM,
20150407T090027,149.5,1000,,Auto trade,GSI,SBN,
20150407T090027,149.5,1000,,Auto trade,GSI,SBN,
20150407T090027,149.5,150,,Auto trade,GSI,SHB,
20150407T090027,149.5,1258,,Auto trade,GSI,NON,
20150407T090027,149.5,1242,,Auto trade,DBL,NON,
20150407T090027,149.5,2092,,Auto trade,DBL,DBL,
20150407T090027,149.5,422,,Auto trade,CSB,DNM,
20150407T090027,149.5,1000,,Auto trade,CSB,SBN,
20150407T090027,149.5,7836,,Auto trade,CSB,DBL,
20150407T090027,149.5,1018,,Auto trade,CSB,NRD,
20150407T090027,149.5,482,,Auto trade,MLI,NRD,
20150407T090027,149.5,370,,Auto trade,MLI,SBN,
20150407T090027,149.5,57,,Auto trade,MLI,NON,
20150407T090027,149.5,90,,Auto trade,MLI,NON,
20150407T090027,149.5,740,,Auto trade,MLI,DNM,
20150407T090027,149.5,790,,Auto trade,NRD,DNM,
20150407T090027,149.5,125,,Auto trade,NRD,DNM,
20150407T090027,149.5,400,,Auto trade,NRD,SB1M,
20150407T090027,149.5,1000,,Auto trade,NRD,NON,
20150407T090027,149.5,79,,Auto trade,NRD,INT,
20150407T090027,149.5,550,,Auto trade,NRD,DNM,
20150407T090027,149.5,1556,,Auto trade,NRD,CGML,
20150407T090027,149.5,831,,Auto trade,CSB,CGML,
20150407T090027,149.5,1342,,Auto trade,CSB,CGML,
20150407T090027,149.5,1828,,Auto trade,CSB,CGML,
